Order_ID,Order_Date,Store_ID,Store_Name,City,State,Region,Customer_ID,Customer_Gender,Product_Category,Product_Name,Quantity,Unit_Price,Revenue,Payment_Mode,Year,Month,Month_Name,Quarter
ORD0511,2024-01-19,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0557,Female,Grocery,Tropicana Orange Juice 1L Pack of 6,1,787,787,Net Banking,2024,1,January,1
ORD0668,2024-01-19,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0494,Male,Grocery,MTR Ready-to-Eat Meals Pack of 10,1,1358,1358,UPI,2024,1,January,1
ORD0226,2024-01-20,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0342,Female,Grocery,Tropicana Orange Juice 1L Pack of 6,1,863,863,Net Banking,2024,1,January,1
ORD0614,2024-01-20,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0591,Female,Electronics,"Samsung 55"" Smart TV",1,70260,70260,UPI,2024,1,January,1
ORD0727,2024-01-20,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0273,Male,Home Appliances,Philips Steam Iron 2400W,1,3376,3376,EMI,2024,1,January,1
ORD0731,2024-01-21,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0677,Male,Fashion,Puma Men's Track Pants,2,1718,3436,Debit Card,2024,1,January,1
ORD0766,2024-01-21,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0180,Male,Grocery,Fortune Refined Sunflower Oil 5L,5,735,3675,Credit Card,2024,1,January,1
ORD0812,2024-01-21,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0506,Male,Fashion,H&M Women's Handbag,3,4459,13377,EMI,2024,1,January,1
ORD0213,2024-01-22,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0030,Male,Electronics,Philips Air Fryer,2,7168,14336,Net Banking,2024,1,January,1
ORD0587,2024-01-22,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0563,Male,Fashion,Raymond Men's Formal Shirt,1,1606,1606,Cash,2024,1,January,1
ORD0952,2024-01-22,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0476,Female,Grocery,Tropicana Orange Juice 1L Pack of 6,1,600,600,UPI,2024,1,January,1
ORD0358,2024-01-23,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0013,Male,Electronics,Redmi Note 13 Pro,4,21137,84548,Credit Card,2024,1,January,1
ORD1020,2024-01-23,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0162,Female,Beauty,Himalaya Purifying Neem Face Wash,2,274,548,Cash,2024,1,January,1
ORD1148,2024-01-23,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0429,Female,Beauty,Himalaya Purifying Neem Face Wash,4,288,1152,UPI,2024,1,January,1
ORD1172,2024-01-23,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0183,Female,Grocery,Fresh Fruits Combo Basket,2,785,1570,Credit Card,2024,1,January,1
ORD0361,2024-01-24,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0071,Female,Beauty,Nykaa Lipstick Set of 5,1,1235,1235,UPI,2024,1,January,1
ORD0740,2024-01-24,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0344,Male,Electronics,Apple iPhone 15,2,82411,164822,EMI,2024,1,January,1
ORD0954,2024-01-24,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0547,Male,Fashion,Puma Men's Track Pants,3,1751,5253,EMI,2024,1,January,1
ORD0445,2024-01-25,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0670,Male,Electronics,LG Front Load Washing Machine,2,45656,91312,Cash,2024,1,January,1
ORD0561,2024-01-25,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0708,Male,Electronics,Dell Inspiron Laptop,3,60615,181845,Cash,2024,1,January,1
ORD0776,2024-01-25,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0292,Female,Beauty,Mamaearth Onion Hair Oil 250ml,3,482,1446,Debit Card,2024,1,January,1
ORD1029,2024-01-25,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0786,Male,Beauty,Dove Body Lotion 400ml,1,422,422,Cash,2024,1,January,1
ORD1142,2024-01-25,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0001,Male,Grocery,Tata Salt Iodized 1kg Pack of 5,1,177,177,Debit Card,2024,1,January,1
ORD0376,2024-01-26,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0588,Female,Home Appliances,Philips Steam Iron 2400W,1,3216,3216,EMI,2024,1,January,1
ORD0861,2024-01-26,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0440,Female,Electronics,Redmi Note 13 Pro,4,19393,77572,Cash,2024,1,January,1
ORD1124,2024-01-27,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0389,Male,Fashion,Fabindia Women's Kurta Set,4,2192,8768,Credit Card,2024,1,January,1
ORD1141,2024-01-27,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0276,Female,Fashion,W Women's Casual Dress,2,3257,6514,Debit Card,2024,1,January,1
ORD0290,2024-01-28,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0238,Male,Fashion,Titan Raga Ladies Watch,1,9879,9879,Debit Card,2024,1,January,1
ORD0434,2024-01-28,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0598,Male,Grocery,Fortune Refined Sunflower Oil 5L,1,828,828,EMI,2024,1,January,1
ORD0981,2024-01-28,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0201,Male,Grocery,Fortune Refined Sunflower Oil 5L,1,901,901,Credit Card,2024,1,January,1
ORD0155,2024-01-29,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0309,Male,Home Appliances,Usha Table Fan 3 Speed,1,2092,2092,Cash,2024,1,January,1
ORD0418,2024-01-29,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0163,Male,Fashion,Arrow Men's Formal Trouser,1,2626,2626,Net Banking,2024,1,January,1
ORD0669,2024-01-29,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0307,Female,Grocery,Organic India Premium Basmati Rice 5kg,2,556,1112,Debit Card,2024,1,January,1
ORD1189,2024-01-29,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0189,Male,Home Appliances,Kent Grand Plus RO Water Purifier,1,18910,18910,EMI,2024,1,January,1
ORD0165,2024-01-30,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0294,Male,Grocery,Amul Gold Full Cream Milk 6 Litres,2,438,876,UPI,2024,1,January,1
ORD0661,2024-01-30,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0748,Male,Grocery,Fresh Fruits Combo Basket,2,894,1788,Debit Card,2024,1,January,1
ORD0388,2024-01-31,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0601,Male,Home Appliances,Havells Ceiling Fan Premium,5,4494,22470,Debit Card,2024,1,January,1
ORD0591,2024-01-31,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0661,Male,Home Appliances,Bajaj 750W Mixer Grinder,2,3015,6030,Debit Card,2024,1,January,1
ORD1086,2024-01-31,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0342,Male,Home Appliances,Crompton 25L Geyser Water Heater,3,9473,28419,Credit Card,2024,1,January,1
ORD0479,2024-02-01,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0303,Male,Home Appliances,Voltas 1.5T 3 Star Split AC,3,37876,113628,Cash,2024,2,February,1
ORD0738,2024-02-02,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0109,Male,Grocery,Fresh Fruits Combo Basket,1,825,825,Credit Card,2024,2,February,1
ORD0970,2024-02-02,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0100,Male,Grocery,Organic India Premium Basmati Rice 5kg,3,621,1863,Credit Card,2024,2,February,1
ORD0829,2024-02-03,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0118,Female,Electronics,JBL Portable Bluetooth Speaker,1,5671,5671,EMI,2024,2,February,1
ORD0855,2024-02-03,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0617,Female,Grocery,Organic India Premium Basmati Rice 5kg,2,476,952,Credit Card,2024,2,February,1
ORD0637,2024-02-04,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0737,Male,Electronics,Apple iPhone 15,1,81912,81912,Debit Card,2024,2,February,1
ORD1012,2024-02-05,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0396,Female,Fashion,Raymond Men's Formal Shirt,1,2273,2273,Cash,2024,2,February,1
ORD0022,2024-02-06,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0061,Male,Electronics,"Samsung 55"" Smart TV",1,73168,73168,Net Banking,2024,2,February,1
ORD0584,2024-02-06,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0186,Male,Beauty,Nykaa Lipstick Set of 5,3,1290,3870,Cash,2024,2,February,1
ORD1089,2024-02-06,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0290,Female,Grocery,Fortune Refined Sunflower Oil 5L,4,879,3516,UPI,2024,2,February,1
ORD0118,2024-02-07,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0354,Female,Grocery,Nescafe Classic Coffee 200g,1,776,776,Debit Card,2024,2,February,1
ORD0722,2024-02-08,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0284,Female,Grocery,Tata Salt Iodized 1kg Pack of 5,1,182,182,Cash,2024,2,February,1
ORD1147,2024-02-08,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0634,Female,Fashion,H&M Women's Handbag,2,2827,5654,Credit Card,2024,2,February,1
ORD0510,2024-02-09,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0020,Male,Home Appliances,Eureka Forbes Roboclean Vacuum,3,11318,33954,Credit Card,2024,2,February,1
ORD1191,2024-02-09,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0798,Female,Electronics,Dell Inspiron Laptop,2,50333,100666,Cash,2024,2,February,1
ORD0006,2024-02-10,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0644,Female,Grocery,Amul Gold Full Cream Milk 6 Litres,2,365,730,Debit Card,2024,2,February,1
ORD0007,2024-02-10,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0104,Female,Fashion,W Women's Casual Dress,1,2133,2133,Credit Card,2024,2,February,1
ORD1047,2024-02-10,STR008,Lulu Mall Coimbatore,Coimbatore,Tamil Nadu,South,CUST0369,Female,Fashion,H&M Women's Handbag,2,3807,7614,Net Banking,2024,2,February,1
ORD0857,2024-02-12,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0256,Male,Home Appliances,Philips Steam Iron 2400W,4,3823,15292,UPI,2024,2,February,1
ORD1097,2024-02-12,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0657,Male,Electronics,Philips Air Fryer,2,9690,19380,EMI,2024,2,February,1
ORD0152,2024-02-13,STR007,Lulu Mall Lucknow,Lucknow,Uttar Pradesh,North,CUST0160,Male,Home Appliances,Voltas 1.5T 3 Star Split AC,1,43042,43042,UPI,2024,2,February,1
ORD0571,2024-02-13,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0400,Female,Fashion,Raymond Men's Formal Shirt,2,2107,4214,Credit Card,2024,2,February,1
ORD0815,2024-02-13,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0405,Female,Grocery,Amul Gold Full Cream Milk 6 Litres,1,381,381,Credit Card,2024,2,February,1
ORD0859,2024-02-13,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0187,Female,Beauty,Mamaearth Onion Hair Oil 250ml,1,514,514,Cash,2024,2,February,1
ORD0922,2024-02-13,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0343,Female,Home Appliances,Prestige Electric Rice Cooker 1.8L,5,3065,15325,Debit Card,2024,2,February,1
ORD0998,2024-02-13,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0532,Female,Fashion,Levi's Men's Slim Fit Jeans,2,4405,8810,Debit Card,2024,2,February,1
ORD0906,2024-02-14,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0133,Male,Electronics,Philips Air Fryer,1,9031,9031,UPI,2024,2,February,1
ORD0538,2024-02-15,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0228,Female,Electronics,"Samsung 55"" Smart TV",1,68740,68740,UPI,2024,2,February,1
ORD0938,2024-02-15,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0681,Female,Fashion,Puma Men's Track Pants,2,2194,4388,EMI,2024,2,February,1
ORD1059,2024-02-15,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0587,Female,Home Appliances,Usha Table Fan 3 Speed,4,1929,7716,UPI,2024,2,February,1
ORD0451,2024-02-16,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0077,Male,Beauty,Forest Essentials Luxury Face Wash,5,1667,8335,Debit Card,2024,2,February,1
ORD0543,2024-02-16,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0744,Female,Fashion,Raymond Men's Formal Shirt,2,1663,3326,Credit Card,2024,2,February,1
ORD0730,2024-02-16,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0349,Male,Home Appliances,Usha Table Fan 3 Speed,1,2826,2826,Net Banking,2024,2,February,1
ORD0761,2024-02-16,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0686,Female,Electronics,Samsung Galaxy Tab S9,3,53690,161070,Cash,2024,2,February,1
ORD1119,2024-02-16,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0079,Male,Beauty,Biotique Bio Sunscreen SPF60,1,694,694,EMI,2024,2,February,1
ORD0039,2024-02-17,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0284,Male,Electronics,Apple iPhone 15,5,80438,402190,Credit Card,2024,2,February,1
ORD0103,2024-02-17,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0117,Female,Beauty,Biotique Bio Sunscreen SPF60,4,655,2620,Debit Card,2024,2,February,1
ORD0334,2024-02-17,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0470,Female,Home Appliances,Havells Ceiling Fan Premium,1,4629,4629,UPI,2024,2,February,1
ORD0338,2024-02-17,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0257,Male,Fashion,Nike Running Shoes Men,1,3712,3712,Debit Card,2024,2,February,1
ORD0488,2024-02-17,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0219,Female,Fashion,Raymond Men's Formal Shirt,5,1647,8235,Net Banking,2024,2,February,1
ORD0720,2024-02-17,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0609,Male,Beauty,L'Oreal Paris Revitalift Face Cream,1,822,822,Net Banking,2024,2,February,1
ORD0834,2024-02-17,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0593,Male,Grocery,Britannia Digestive Biscuits Multipack,2,267,534,Net Banking,2024,2,February,1
ORD0247,2024-02-18,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0144,Female,Fashion,Adidas Women's Sports Shoes,1,3027,3027,Credit Card,2024,2,February,1
ORD0867,2024-02-18,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0054,Female,Beauty,Park Avenue Signature Perfume 100ml,5,2525,12625,EMI,2024,2,February,1
ORD1098,2024-02-18,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0186,Female,Grocery,Nescafe Classic Coffee 200g,2,676,1352,Cash,2024,2,February,1
ORD1090,2024-02-19,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0771,Male,Home Appliances,Usha Table Fan 3 Speed,2,2437,4874,Net Banking,2024,2,February,1
ORD0675,2024-02-20,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0529,Male,Fashion,Levi's Men's Slim Fit Jeans,1,4381,4381,Net Banking,2024,2,February,1
ORD0913,2024-02-20,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0373,Female,Home Appliances,Bajaj 750W Mixer Grinder,2,3326,6652,UPI,2024,2,February,1
ORD0035,2024-02-21,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0219,Female,Electronics,Redmi Note 13 Pro,4,18563,74252,Debit Card,2024,2,February,1
ORD0114,2024-02-21,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0711,Female,Beauty,Lakme Absolute Foundation SPF15,3,1132,3396,Debit Card,2024,2,February,1
ORD0262,2024-02-21,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0458,Male,Fashion,Levi's Men's Slim Fit Jeans,2,4147,8294,Net Banking,2024,2,February,1
ORD0536,2024-02-21,STR002,Lulu Mall Hyderabad,Hyderabad,Telangana,South,CUST0411,Female,Home Appliances,Eureka Forbes Roboclean Vacuum,2,13710,27420,Cash,2024,2,February,1
ORD0976,2024-02-21,STR003,Lulu Mall Chennai,Chennai,Tamil Nadu,South,CUST0692,Male,Grocery,Tata Salt Iodized 1kg Pack of 5,1,225,225,Cash,2024,2,February,1
ORD0326,2024-02-22,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0670,Male,Fashion,Levi's Men's Slim Fit Jeans,1,4342,4342,Cash,2024,2,February,1
ORD0147,2024-02-23,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0218,Male,Grocery,Fortune Refined Sunflower Oil 5L,1,916,916,Net Banking,2024,2,February,1
ORD0719,2024-02-23,STR005,Lulu Mall Mumbai,Mumbai,Maharashtra,West,CUST0360,Male,Home Appliances,Usha Table Fan 3 Speed,1,1895,1895,Net Banking,2024,2,February,1
ORD1022,2024-02-23,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0799,Female,Fashion,Nike Running Shoes Men,1,4535,4535,Cash,2024,2,February,1
ORD0057,2024-02-24,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0225,Male,Home Appliances,Havells Ceiling Fan Premium,1,4902,4902,Credit Card,2024,2,February,1
ORD0911,2024-02-24,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0625,Male,Home Appliances,Voltas 1.5T 3 Star Split AC,1,40311,40311,EMI,2024,2,February,1
ORD0307,2024-02-25,STR006,Lulu Mall Delhi,Delhi,Delhi,North,CUST0674,Female,Electronics,Philips Air Fryer,2,5362,10724,EMI,2024,2,February,1
ORD0771,2024-02-25,STR001,Lulu Mall Bangalore,Bangalore,Karnataka,South,CUST0115,Male,Grocery,Fortune Refined Sunflower Oil 5L,5,833,4165,Cash,2024,2,February,1
ORD0971,2024-02-25,STR004,Lulu Mall Kochi,Kochi,Kerala,South,CUST0349,Male,Home Appliances,Havells Ceiling Fan Premium,4,3969,15876,Net Banking,2024,2,February,1
